wage,lnwage,educ,exper,lnexper,lneduc,male
12.676373,2.5397398,4,26,3.2958369,1.3862944,1
8.7639122,2.1706424,4,7,2.0794415,1.3862944,1
6.4213643,1.8596306,4,6,1.9459101,1.3862944,1
9.6683168,2.2688541,4,11,2.4849067,1.3862944,1
7.3241272,1.991174,4,2,1.0986123,1.3862944,0
6.1973381,1.8241198,4,10,2.3978953,1.3862944,1
8.4509153,2.1342747,4,9,2.3025851,1.3862944,1
12.45398,2.5220404,4,8,2.1972246,1.3862944,0
6.3100171,1.8421384,4,18,2.9444389,1.3862944,0
7.8578691,2.0615156,4,1,.69314718,1.3862944,0
11.119626,2.4087117,4,2,1.0986123,1.3862944,0
18.02862,2.8919604,4,27,3.3322046,1.3862944,1
4.5071549,1.5056661,4,4,1.6094379,1.3862944,0
6.6717758,1.897886,4,8,2.1972246,1.3862944,1
16.693167,2.8149993,4,11,2.4849067,1.3862944,0
8.4509153,2.1342747,4,14,2.7080503,1.3862944,0
7.4630599,2.0099654,4,4,1.6094379,1.3862944,1
8.8957005,2.1855681,4,2,1.0986123,1.3862944,1
12.181499,2.4999185,4,17,2.8903718,1.3862944,1
12.519875,2.5273173,4,24,3.2188759,1.3862944,1
10.202006,2.3225844,4,4,1.6094379,1.3862944,0
10.254667,2.327733,4,6,1.9459101,1.3862944,0
15.493345,2.7404106,4,18,2.9444389,1.3862944,1
7.7599602,2.0489771,4,20,3.0445225,1.3862944,0
13.302367,2.5879421,4,14,2.7080503,1.3862944,1
11.556808,2.4472747,4,8,2.1972246,1.3862944,0
8.0283699,2.0829816,4,7,2.0794415,1.3862944,0
7.1165605,1.9624245,4,7,2.0794415,1.3862944,0
10.704493,2.3706634,4,24,3.2188759,1.3862944,1
15.962841,2.7702637,4,18,2.9444389,1.3862944,0
15.845467,2.7628834,4,25,3.2580965,1.3862944,0
25.608835,3.2429373,4,35,3.583519,1.3862944,1
13.521464,2.6042783,4,14,2.7080503,1.3862944,0
10.95489,2.393786,4,26,3.2958369,1.3862944,0
17.70668,2.8739419,4,29,3.4011974,1.3862944,1
7.7239552,2.0443265,4,1,.69314718,1.3862944,0
10.378317,2.3397188,4,12,2.5649493,1.3862944,0
8.8533401,2.1807947,4,3,1.3862944,1.3862944,0
6.3381867,1.8465928,4,19,2.9957323,1.3862944,0
21.127289,3.0505655,4,32,3.4965076,1.3862944,1
13.54148,2.6057575,4,17,2.8903718,1.3862944,0
16.901831,2.8274219,4,9,2.3025851,1.3862944,0
12.45398,2.5220404,4,13,2.6390574,1.3862944,0
20.910233,3.0402386,4,26,3.2958369,1.3862944,0
9.155158,2.2143176,4,3,1.3862944,1.3862944,0
11.119626,2.4087117,4,12,2.5649493,1.3862944,1
12.05038,2.4890962,4,8,2.1972246,1.3862944,1
9.0143099,2.1988132,4,10,2.3978953,1.3862944,1
10.141099,2.3165963,4,14,2.7080503,1.3862944,1
11.679008,2.457793,4,17,2.8903718,1.3862944,1
8.0753193,2.0888124,4,7,2.0794415,1.3862944,0
10.041834,2.3067598,4,13,2.6390574,1.3862944,0
11.589828,2.4501278,4,10,2.3978953,1.3862944,0
8.4509153,2.1342747,4,15,2.7725887,1.3862944,0
7.8875213,2.0652819,4,7,2.0794415,1.3862944,0
7.9770603,2.07657,4,10,2.3978953,1.3862944,0
15.02385,2.7096391,4,19,2.9957323,1.3862944,1
11.501578,2.4424844,4,21,3.0910425,1.3862944,1
15.274247,2.7261682,4,19,2.9957323,1.3862944,1
14.08486,2.6451004,4,31,3.4657359,1.3862944,0
8.0834846,2.089823,4,10,2.3978953,1.3862944,0
8.8734617,2.1830649,4,12,2.5649493,1.3862944,0
17.921387,2.8859947,4,19,2.9957323,1.3862944,1
8.6387138,2.1562538,4,12,2.5649493,1.3862944,1
9.2647076,2.2262123,4,9,2.3025851,1.3862944,1
9.7852707,2.2808783,4,33,3.5263605,1.3862944,1
14.397857,2.6670794,4,22,3.1354942,1.3862944,0
8.4509153,2.1342747,4,15,2.7725887,1.3862944,0
10.112206,2.3137434,4,19,2.9957323,1.3862944,1
11.94396,2.4802258,4,24,3.2188759,1.3862944,0
13.302367,2.5879421,4,7,2.0794415,1.3862944,1
14.430623,2.6693525,4,12,2.5649493,1.3862944,0
16.700619,2.8154457,4,23,3.1780539,1.3862944,0
8.4509153,2.1342747,4,8,2.1972246,1.3862944,0
8.4509153,2.1342747,4,4,1.6094379,1.3862944,0
13.890232,2.6311858,4,41,3.7376697,1.3862944,0
10.658813,2.3663871,4,8,2.1972246,1.3862944,1
14.397857,2.6670794,4,18,2.9444389,1.3862944,1
10.081795,2.3107314,4,4,1.6094379,1.3862944,0
9.9264717,2.2952051,4,12,2.5649493,1.3862944,0
12.072737,2.4909496,4,32,3.4965076,1.3862944,0
8.9903355,2.1961501,4,10,2.3978953,1.3862944,0
7.3241272,1.991174,4,14,2.7080503,1.3862944,1
15.292133,2.7273386,4,28,3.3672957,1.3862944,1
10.823103,2.3816831,4,10,2.3978953,1.3862944,1
11.119626,2.4087117,4,3,1.3862944,1.3862944,0
12.112979,2.4942775,4,11,2.4849067,1.3862944,0
10.674841,2.3678896,4,3,1.3862944,1.3862944,1
10.156326,2.3180969,4,17,2.8903718,1.3862944,1
11.690434,2.4587708,4,8,2.1972246,1.3862944,0
10.845342,2.3837357,4,24,3.2188759,1.3862944,0
7.3241272,1.991174,4,6,1.9459101,1.3862944,1
11.549584,2.4466496,4,18,2.9444389,1.3862944,0
7.1832786,1.9717559,4,4,1.6094379,1.3862944,0
12.877586,2.5554883,4,22,3.1354942,1.3862944,0
14.487284,2.6732712,4,24,3.2188759,1.3862944,1
10.858147,2.3849156,4,5,1.7917595,1.3862944,1
12.556652,2.5302505,4,17,2.8903718,1.3862944,1
14.826168,2.6963937,4,18,2.9444389,1.3862944,0
10.172399,2.3196781,4,10,2.3978953,1.3862944,0
12.433613,2.5204036,4,34,3.5553482,1.3862944,1
12.519875,2.5273173,4,20,3.0445225,1.3862944,0
12.519875,2.5273173,4,29,3.4011974,1.3862944,0
14.965163,2.705725,4,29,3.4011974,1.3862944,0
11.416149,2.435029,4,6,1.9459101,1.3862944,0
9.8974686,2.292279,4,18,2.9444389,1.3862944,0
6.1461205,1.8158211,4,14,2.7080503,1.3862944,1
8.1543922,2.0985568,4,3,1.3862944,1.3862944,1
11.972131,2.4825816,4,15,2.7725887,1.3862944,0
15.775043,2.7584291,4,18,2.9444389,1.3862944,1
10.243534,2.3266468,4,5,1.7917595,1.3862944,1
10.230056,2.32533,4,12,2.5649493,1.3862944,1
14.826168,2.6963937,4,9,2.3025851,1.3862944,0
11.831282,2.470747,4,26,3.2958369,1.3862944,0
9.9677467,2.2993546,4,19,2.9957323,1.3862944,0
8.8463297,2.1800027,4,13,2.6390574,1.3862944,0
9.0143099,2.1988132,4,11,2.4849067,1.3862944,1
10.845342,2.3837357,4,9,2.3025851,1.3862944,1
8.6474485,2.1572642,4,8,2.1972246,1.3862944,0
13.380616,2.5938072,4,21,3.0910425,1.3862944,1
14.826168,2.6963937,4,15,2.7725887,1.3862944,1
15.775043,2.7584291,4,20,3.0445225,1.3862944,1
5.5534587,1.7144209,4,1,.69314718,1.3862944,0
16.901831,2.8274219,4,14,2.7080503,1.3862944,1
13.615364,2.6111989,4,27,3.3322046,1.3862944,0
6.2599373,1.8341702,4,4,1.6094379,1.3862944,1
12.895472,2.5568762,4,10,2.3978953,1.3862944,1
8.7191982,2.1655273,4,5,1.7917595,1.3862944,1
11.522354,2.444289,4,18,2.9444389,1.3862944,0
7.3696012,1.9973636,4,17,2.8903718,1.3862944,0
11.599296,2.4509444,4,13,2.6390574,1.3862944,0
12.676373,2.5397398,4,18,2.9444389,1.3862944,0
13.204556,2.5805619,4,25,3.2580965,1.3862944,0
8.1128788,2.0934527,4,13,2.6390574,1.3862944,0
17.335213,2.8527398,4,28,3.3672957,1.3862944,0
11.267887,2.4219568,4,2,1.0986123,1.3862944,0
6.4022088,1.8566431,4,16,2.8332133,1.3862944,0
9.1361246,2.2122364,4,14,2.7080503,1.3862944,1
10.883755,2.3872714,4,31,3.4657359,1.3862944,0
16.012262,2.7733548,4,26,3.2958369,1.3862944,1
13.487924,2.6017947,4,24,3.2188759,1.3862944,0
14.008724,2.6396804,4,6,1.9459101,1.3862944,1
12.157458,2.4979429,4,11,2.4849067,1.3862944,1
11.972131,2.4825816,4,26,3.2958369,1.3862944,0
9.0545521,2.2032676,4,10,2.3978953,1.3862944,0
13.20033,2.5802419,4,21,3.0910425,1.3862944,1
14.08486,2.6451004,4,21,3.0910425,1.3862944,1
12.852433,2.5535331,4,13,2.6390574,1.3862944,0
7.4649754,2.0102222,4,4,1.6094379,1.3862944,0
15.493345,2.7404106,4,18,2.9444389,1.3862944,1
15.791521,2.7594731,4,25,3.2580965,1.3862944,0
13.13155,2.5750177,4,4,1.6094379,1.3862944,0
13.145869,2.5761075,4,14,2.7080503,1.3862944,0
6.0095401,1.7933482,4,21,3.0910425,1.3862944,0
9.9020834,2.2927451,4,12,2.5649493,1.3862944,0
9.6764393,2.2696941,4,10,2.3978953,1.3862944,1
11.267887,2.4219568,4,7,2.0794415,1.3862944,0
11.831282,2.470747,4,16,2.8332133,1.3862944,0
11.119626,2.4087117,4,18,2.9444389,1.3862944,0
8.9838562,2.1954293,4,2,1.0986123,1.3862944,0
19.249308,2.9574752,4,10,2.3978953,1.3862944,1
8.3382368,2.1208518,4,3,1.3862944,1.3862944,0
12.324252,2.511569,4,14,2.7080503,1.3862944,0
17.825657,2.8806388,4,24,3.2188759,1.3862944,0
11.267887,2.4219568,4,18,2.9444389,1.3862944,0
9.8594017,2.2884254,4,15,2.7725887,1.3862944,0
12.433613,2.5204036,4,33,3.5263605,1.3862944,0
8.6521282,2.1578054,4,2,1.0986123,1.3862944,1
12.958071,2.5617187,4,24,3.2188759,1.3862944,1
9.155158,2.2143176,5,2,1.0986123,1.6094379,1
9.2396679,2.223506,5,3,1.3862944,1.6094379,0
11.860934,2.4732502,5,2,1.0986123,1.6094379,1
21.941534,3.0883813,5,37,3.6375861,1.6094379,1
18.310316,2.9074645,5,13,2.6390574,1.6094379,1
10.378317,2.3397188,5,2,1.0986123,1.6094379,0
6.4022088,1.8566431,5,19,2.9957323,1.6094379,0
9.765502,2.278856,5,2,1.0986123,1.6094379,0
5.8452168,1.7656237,5,1,.69314718,1.6094379,0
7.0987692,1.9599214,5,5,1.7917595,1.6094379,0
10.747831,2.3747039,5,5,1.7917595,1.6094379,0
30.282448,3.4105682,5,37,3.6375861,1.6094379,1
18.779812,2.9327824,5,20,3.0445225,1.6094379,1
9.6370087,2.2656107,5,8,2.1972246,1.6094379,0
21.127289,3.0505655,5,39,3.6888795,1.6094379,1
11.04253,2.4017541,5,14,2.7080503,1.6094379,1
7.0424299,1.9519533,5,7,2.0794415,1.6094379,0
13.001409,2.5650578,5,16,2.8332133,1.6094379,1
9.2396679,2.223506,5,3,1.3862944,1.6094379,1
17.527824,2.8637896,5,27,3.3322046,1.6094379,1
9.6581888,2.2678061,5,18,2.9444389,1.6094379,1
5.2818222,1.6642711,5,6,1.9459101,1.6094379,1
17.214828,2.8457711,5,12,2.5649493,1.6094379,1
8.0484915,2.0854847,5,7,2.0794415,1.6094379,0
37.559624,3.6259296,5,18,2.9444389,1.6094379,1
2.8169718,1.0356624,5,10,2.3978953,1.6094379,0
19.794937,2.9854262,5,32,3.4965076,1.6094379,1
11.119626,2.4087117,5,6,1.9459101,1.6094379,1
14.529644,2.6761911,5,12,2.5649493,1.6094379,1
15.775043,2.7584291,5,9,2.3025851,1.6094379,1
14.648254,2.6843212,5,13,2.6390574,1.6094379,1
15.775043,2.7584291,5,26,3.2958369,1.6094379,1
11.150514,2.4114857,5,4,1.6094379,1.6094379,0
22.804058,3.1269386,5,11,2.4849067,1.6094379,0
11.635319,2.4540453,5,19,2.9957323,1.6094379,1
12.206879,2.5019996,5,15,2.7725887,1.6094379,0
26.291739,3.2692547,5,26,3.2958369,1.6094379,1
13.145869,2.5761075,5,20,3.0445225,1.6094379,1
22.887897,3.1306083,5,10,2.3978953,1.6094379,1
18.779812,2.9327824,5,16,2.8332133,1.6094379,1
18.310316,2.9074645,5,22,3.1354942,1.6094379,1
14.397857,2.6670794,5,10,2.3978953,1.6094379,1
17.577904,2.8666427,5,15,2.7725887,1.6094379,0
9.6370087,2.2656107,5,11,2.4849067,1.6094379,1
11.804454,2.468477,5,27,3.3322046,1.6094379,0
13.888184,2.6310384,5,20,3.0445225,1.6094379,0
9.155158,2.2143176,5,6,1.9459101,1.6094379,0
10.422796,2.3439953,5,1,.69314718,1.6094379,1
9.8594017,2.2884254,5,6,1.9459101,1.6094379,0
8.1128788,2.0934527,5,7,2.0794415,1.6094379,1
20.563894,3.0235369,5,14,2.7080503,1.6094379,1
11.267887,2.4219568,5,18,2.9444389,1.6094379,1
15.493345,2.7404106,5,9,2.3025851,1.6094379,1
17.887772,2.8841174,5,23,3.1780539,1.6094379,1
5.6339436,1.7288096,5,9,2.3025851,1.6094379,1
24.664154,3.2053509,5,19,2.9957323,1.6094379,1
18.310316,2.9074645,5,8,2.1972246,1.6094379,1
5.3209472,1.6716514,5,11,2.4849067,1.6094379,1
13.901897,2.6320252,5,30,3.4339871,1.6094379,0
11.712672,2.4606714,5,5,1.7917595,1.6094379,0
14.340947,2.6631188,5,19,2.9957323,1.6094379,1
8.6733074,2.1602502,5,7,2.0794415,1.6094379,0
10.281947,2.3303897,5,6,1.9459101,1.6094379,0
7.1501322,1.9671309,5,26,3.2958369,1.6094379,1
18.732862,2.9302793,5,6,1.9459101,1.6094379,1
6.1973381,1.8241198,5,8,2.1972246,1.6094379,1
14.648254,2.6843212,5,19,2.9957323,1.6094379,1
13.296107,2.5874712,5,30,3.4339871,1.6094379,1
9.6581888,2.2678061,5,6,1.9459101,1.6094379,1
15.458355,2.7381496,5,30,3.4339871,1.6094379,0
21.408985,3.0638106,5,21,3.0910425,1.6094379,1
16.901831,2.8274219,5,11,2.4849067,1.6094379,1
21.053158,3.0470505,5,16,2.8332133,1.6094379,1
17.880211,2.8836946,5,16,2.8332133,1.6094379,1
14.529644,2.6761911,5,10,2.3978953,1.6094379,1
13.343715,2.5910454,5,5,1.7917595,1.6094379,0
17.606075,2.8682439,5,22,3.1354942,1.6094379,0
10.481755,2.3496361,5,9,2.3025851,1.6094379,1
16.275839,2.7896817,5,18,2.9444389,1.6094379,1
16.573185,2.807786,5,11,2.4849067,1.6094379,0
20.540421,3.0223947,5,20,3.0445225,1.6094379,1
8.4509153,2.1342747,5,18,2.9444389,1.6094379,0
11.402029,2.4337914,5,27,3.3322046,1.6094379,0
15.292133,2.7273386,5,9,2.3025851,1.6094379,0
7.5119252,2.0164919,5,2,1.0986123,1.6094379,1
26.291739,3.2692547,5,28,3.3672957,1.6094379,1
12.462096,2.5226917,5,32,3.4965076,1.6094379,0
24.451317,3.1966841,5,30,3.4339871,1.6094379,1
10.479136,2.3493862,5,9,2.3025851,1.6094379,1
33.803661,3.5205691,5,21,3.0910425,1.6094379,0
18.834133,2.9356709,5,15,2.7725887,1.6094379,1
8.7889519,2.1734955,5,1,.69314718,1.6094379,0
10.141099,2.3165963,5,4,1.6094379,1.6094379,1
13.302053,2.5879185,5,6,1.9459101,1.6094379,0
13.704187,2.6177015,5,28,3.3672957,1.6094379,1
9.8594017,2.2884254,5,15,2.7725887,1.6094379,1
12.568028,2.5311561,5,5,1.7917595,1.6094379,1
8.7326126,2.1670647,5,3,1.3862944,1.6094379,1
12.898766,2.5571315,5,9,2.3025851,1.6094379,1
20.121227,3.0017753,5,31,3.4657359,1.6094379,1
17.039244,2.8355191,5,7,2.0794415,1.6094379,1
32.011044,3.4660809,5,13,2.6390574,1.6094379,1
15.493345,2.7404106,5,11,2.4849067,1.6094379,0
10.232744,2.3255928,5,12,2.5649493,1.6094379,0
12.394676,2.517267,5,6,1.9459101,1.6094379,1
15.493345,2.7404106,5,18,2.9444389,1.6094379,1
29.171309,3.3731856,5,28,3.3672957,1.6094379,1
11.022933,2.3999779,5,5,1.7917595,1.6094379,0
12.497111,2.5254974,5,8,2.1972246,1.6094379,1
17.050093,2.8361557,5,18,2.9444389,1.6094379,1
18.272249,2.9053836,5,25,3.2580965,1.6094379,1
12.181499,2.4999185,5,8,2.1972246,1.6094379,1
14.08486,2.6451004,5,12,2.5649493,1.6094379,1
7.8875213,2.0652819,5,7,2.0794415,1.6094379,1
15.271117,2.7259634,5,5,1.7917595,1.6094379,1
16.005522,2.7729337,5,6,1.9459101,1.6094379,1
24.272957,3.1893628,5,31,3.4657359,1.6094379,1
12.34102,2.5129287,5,9,2.3025851,1.6094379,0
13.521464,2.6042783,5,3,1.3862944,1.6094379,0
18.310316,2.9074645,5,15,2.7725887,1.6094379,1
17.035973,2.8353271,5,15,2.7725887,1.6094379,1
9.0143099,2.1988132,5,0,0,1.6094379,1
11.436906,2.4368455,5,10,2.3978953,1.6094379,0
14.648254,2.6843212,5,14,2.7080503,1.6094379,1
8.2566423,2.1110179,5,5,1.7917595,1.6094379,0
18.253979,2.9043832,5,24,3.2188759,1.6094379,1
4.882751,1.5857087,5,3,1.3862944,1.6094379,0
14.08486,2.6451004,5,26,3.2958369,1.6094379,1
11.983624,2.483541,5,30,3.4339871,1.6094379,1
11.267887,2.4219568,5,4,1.6094379,1.6094379,1
12.279108,2.5078993,5,19,2.9957323,1.6094379,0
15.649843,2.7504609,5,29,3.4011974,1.6094379,1
12.519875,2.5273173,5,3,1.3862944,1.6094379,1
20.860819,3.0378728,5,33,3.5263605,1.6094379,1
10.141099,2.3165963,5,2,1.0986123,1.6094379,0
11.267887,2.4219568,5,15,2.7725887,1.6094379,1
19.718803,2.9815726,5,14,2.7080503,1.6094379,1
16.536028,2.8055415,5,33,3.5263605,1.6094379,0
6.885931,1.9294803,5,9,2.3025851,1.6094379,1
10.230056,2.32533,5,4,1.6094379,1.6094379,0
9.5575829,2.2573349,5,30,3.4339871,1.6094379,0
13.380616,2.5938072,5,32,3.4965076,1.6094379,1
7.7096076,2.0424674,5,3,1.3862944,1.6094379,0
10.081795,2.3107314,5,6,1.9459101,1.6094379,0
19.831482,2.9872706,5,28,3.3672957,1.6094379,1
21.127289,3.0505655,5,19,2.9957323,1.6094379,1
6.3381867,1.8465928,5,3,1.3862944,1.6094379,1
9.6370087,2.2656107,5,11,2.4849067,1.6094379,0
12.072737,2.4909496,5,13,2.6390574,1.6094379,1
12.394676,2.517267,5,12,2.5649493,1.6094379,1
14.08486,2.6451004,5,24,3.2188759,1.6094379,1
11.972131,2.4825816,5,12,2.5649493,1.6094379,1
12.324252,2.511569,5,26,3.2958369,1.6094379,0
16.901831,2.8274219,5,35,3.583519,1.6094379,1
21.534185,3.0696416,5,25,3.2580965,1.6094379,0
11.518285,2.4439359,5,1,.69314718,1.6094379,1
11.267887,2.4219568,5,32,3.4965076,1.6094379,1
7.7466726,2.0472634,5,5,1.7917595,1.6094379,1
18.02862,2.8919604,5,24,3.2188759,1.6094379,1
4.882751,1.5857087,5,36,3.6109178,1.6094379,1
13.145869,2.5761075,5,8,2.1972246,1.6094379,0
11.267887,2.4219568,5,7,2.0794415,1.6094379,1
28.795713,3.3602266,5,24,3.2188759,1.6094379,1
14.01263,2.6399591,5,6,1.9459101,1.6094379,1
8.4509153,2.1342747,5,5,1.7917595,1.6094379,0
23.721869,3.1663973,5,19,2.9957323,1.6094379,1
9.6370087,2.2656107,5,2,1.0986123,1.6094379,1
11.451319,2.4381049,5,6,1.9459101,1.6094379,1
20.696011,3.0299408,5,32,3.4965076,1.6094379,1
9.155158,2.2143176,5,22,3.1354942,1.6094379,1
6.1973381,1.8241198,5,1,.69314718,1.6094379,1
18.310316,2.9074645,5,29,3.4011974,1.6094379,0
14.752037,2.6913812,5,11,2.4849067,1.6094379,1
7.3777833,1.9984733,5,15,2.7725887,1.6094379,1
16.837727,2.823622,5,7,2.0794415,1.6094379,0
17.527824,2.8637896,5,17,2.8903718,1.6094379,1
17.70668,2.8739419,5,30,3.4339871,1.6094379,1
6.1973381,1.8241198,5,3,1.3862944,1.6094379,1
28.16972,3.3382475,5,30,3.4339871,1.6094379,1
9.765502,2.278856,5,2,1.0986123,1.6094379,0
19.563869,2.9736845,5,17,2.8903718,1.6094379,1
15.493345,2.7404106,5,37,3.6375861,1.6094379,0
10.378317,2.3397188,5,18,2.9444389,1.6094379,0
13.704187,2.6177015,5,17,2.8903718,1.6094379,0
15.634194,2.7494605,5,7,2.0794415,1.6094379,1
12.942844,2.5605431,5,8,2.1972246,1.6094379,1
15.226875,2.723062,5,6,1.9459101,1.6094379,0
10.141099,2.3165963,5,11,2.4849067,1.6094379,1
9.155158,2.2143176,5,3,1.3862944,1.6094379,0
12.602242,2.5338748,5,7,2.0794415,1.6094379,1
12.394676,2.517267,5,15,2.7725887,1.6094379,1
8.1543922,2.0985568,5,9,2.3025851,1.6094379,1
21.127289,3.0505655,5,34,3.5553482,1.6094379,1
19.893906,2.9904134,5,24,3.2188759,1.6094379,1
12.847967,2.5531857,5,3,1.3862944,1.6094379,0
7.7096076,2.0424674,5,2,1.0986123,1.6094379,1
7.3554263,1.9954383,5,18,2.9444389,1.6094379,1
15.067523,2.7125416,5,24,3.2188759,1.6094379,1
10.230056,2.32533,5,6,1.9459101,1.6094379,1
15.493345,2.7404106,5,23,3.1780539,1.6094379,0
9.9335327,2.2959161,5,4,1.6094379,1.6094379,0
21.690683,3.0768828,5,14,2.7080503,1.6094379,0
11.831282,2.470747,5,11,2.4849067,1.6094379,1
7.9814205,2.0771165,5,16,2.8332133,1.6094379,1
14.832061,2.6967912,5,27,3.3322046,1.6094379,1
9.3899059,2.2396352,5,16,2.8332133,1.6094379,0
9.0143099,2.1988132,5,5,1.7917595,1.6094379,0
8.4509153,2.1342747,5,21,3.0910425,1.6094379,0
8.4509153,2.1342747,5,23,3.1780539,1.6094379,1
11.564411,2.4479325,5,4,1.6094379,1.6094379,1
16.901831,2.8274219,5,16,2.8332133,1.6094379,1
15.649843,2.7504609,5,12,2.5649493,1.6094379,0
9.8594017,2.2884254,5,14,2.7080503,1.6094379,1
11.330487,2.4274971,5,0,0,1.6094379,1
16.645742,2.8121545,5,13,2.6390574,1.6094379,0
22.535774,3.115104,5,11,2.4849067,1.6094379,0
19.718803,2.9815726,5,25,3.2580965,1.6094379,0
13.296107,2.5874712,5,28,3.3672957,1.6094379,1
15.292133,2.7273386,5,17,2.8903718,1.6094379,0
11.267887,2.4219568,5,15,2.7725887,1.6094379,0
10.00025,2.3026102,5,5,1.7917595,1.6094379,1
13.615364,2.6111989,5,15,2.7725887,1.6094379,0
11.518285,2.4439359,5,2,1.0986123,1.6094379,1
16.767689,2.8194537,5,26,3.2958369,1.6094379,1
10.481483,2.3496101,5,8,2.1972246,1.6094379,1
12.394676,2.517267,5,19,2.9957323,1.6094379,1
18.543657,2.9201279,5,20,3.0445225,1.6094379,1
15.367001,2.7322223,5,15,2.7725887,1.6094379,1
8.4266901,2.1314042,5,11,2.4849067,1.6094379,1
9.683341,2.270407,5,23,3.1780539,1.6094379,1
9.031352,2.2007022,5,9,2.3025851,1.6094379,0
12.602242,2.5338748,5,21,3.0910425,1.6094379,1
7.1832786,1.9717559,5,2,1.0986123,1.6094379,0
12.519875,2.5273173,5,24,3.2188759,1.6094379,0
11.680127,2.4578888,5,11,2.4849067,1.6094379,0
7.8875213,2.0652819,5,3,1.3862944,1.6094379,0
7.8875213,2.0652819,5,3,1.3862944,1.6094379,0
7.8875213,2.0652819,5,2,1.0986123,1.6094379,1
26.05699,3.2602861,5,17,2.8903718,1.6094379,1
10.15328,2.3177969,5,21,3.0910425,1.6094379,1
19.437105,2.9671838,5,32,3.4965076,1.6094379,1
14.648254,2.6843212,5,10,2.3978953,1.6094379,1
6.3381867,1.8465928,5,3,1.3862944,1.6094379,0
14.08486,2.6451004,5,11,2.4849067,1.6094379,1
16.160522,2.7825713,5,13,2.6390574,1.6094379,1
16.275839,2.7896817,5,23,3.1780539,1.6094379,0
10.823103,2.3816831,5,4,1.6094379,1.6094379,0
18.366657,2.910537,5,31,3.4657359,1.6094379,1
15.211648,2.7220614,5,29,3.4011974,1.6094379,1
14.826168,2.6963937,5,20,3.0445225,1.6094379,1
8.6387138,2.1562538,5,1,.69314718,1.6094379,1
10.243534,2.3266468,5,5,1.7917595,1.6094379,1
10.266297,2.3288665,5,2,1.0986123,1.6094379,1
16.298195,2.7910542,5,14,2.7080503,1.6094379,0
20.513332,3.021075,5,26,3.2958369,1.6094379,1
7.8875213,2.0652819,5,1,.69314718,1.6094379,1
33.803661,3.5205691,5,16,2.8332133,1.6094379,1
11.911766,2.4775267,5,17,2.8903718,1.6094379,0
12.112979,2.4942775,5,9,2.3025851,1.6094379,0
11.865649,2.4736476,5,12,2.5649493,1.6094379,1
23.474766,3.155926,5,9,2.3025851,1.6094379,0
13.785181,2.6235943,5,24,3.2188759,1.6094379,1
8.8957005,2.1855681,5,1,.69314718,1.6094379,0
38.263866,3.644506,5,38,3.6635616,1.6094379,1
13.327456,2.5898263,5,6,1.9459101,1.6094379,1
15.493345,2.7404106,5,15,2.7725887,1.6094379,0
19.706541,2.9809506,5,18,2.9444389,1.6094379,0
25.352747,3.232887,5,27,3.3322046,1.6094379,1
22.535774,3.115104,5,9,2.3025851,1.6094379,0
17.70668,2.8739419,5,21,3.0910425,1.6094379,0
14.760932,2.6919839,5,32,3.4965076,1.6094379,1
15.02385,2.7096391,5,26,3.2958369,1.6094379,0
5.6339436,1.7288096,5,4,1.6094379,1.6094379,0
13.380616,2.5938072,5,20,3.0445225,1.6094379,0
16.308784,2.7917039,5,19,2.9957323,1.6094379,1
18.227465,2.9029295,5,30,3.4339871,1.6094379,0
14.08486,2.6451004,5,10,2.3978953,1.6094379,1
11.119626,2.4087117,5,11,2.4849067,1.6094379,0
8.8957005,2.1855681,5,5,1.7917595,1.6094379,0
9.155158,2.2143176,5,21,3.0910425,1.6094379,0
10.060614,2.3086281,5,5,1.7917595,1.6094379,0
9.2021084,2.2194326,5,12,2.5649493,1.6094379,1
13.148757,2.5763273,5,24,3.2188759,1.6094379,0
12.262113,2.5065143,5,16,2.8332133,1.6094379,0
14.197538,2.6530685,5,12,2.5649493,1.6094379,0
6.0095401,1.7933482,5,1,.69314718,1.6094379,1
6.1034393,1.8088524,5,25,3.2580965,1.6094379,1
16.479284,2.802104,5,24,3.2188759,1.6094379,1
11.860934,2.4732502,5,5,1.7917595,1.6094379,1
10.563644,2.3574183,5,9,2.3025851,1.6094379,0
8.6074142,2.1526239,5,1,.69314718,1.6094379,0
22.535774,3.115104,5,23,3.1780539,1.6094379,1
15.549685,2.7440403,5,32,3.4965076,1.6094379,0
14.677907,2.6863434,5,22,3.1354942,1.6094379,0
12.205235,2.5018649,5,22,3.1354942,1.6094379,0
20.0005,2.9957573,5,13,2.6390574,1.6094379,1
7.8578691,2.0615156,5,6,1.9459101,1.6094379,0
7.4649754,2.0102222,5,21,3.0910425,1.6094379,1
16.119339,2.7800198,5,26,3.2958369,1.6094379,1
10.463038,2.3478489,5,3,1.3862944,1.6094379,0
12.144279,2.4968581,5,5,1.7917595,1.6094379,1
11.390365,2.4327679,5,7,2.0794415,1.6094379,1
19.014561,2.945205,5,6,1.9459101,1.6094379,1
8.5164261,2.1419969,5,2,1.0986123,1.6094379,1
6.5525217,1.8798499,5,2,1.0986123,1.6094379,0
47.575523,3.8623185,5,28,3.3672957,1.6094379,1
8.6924706,2.1624572,5,3,1.3862944,1.6094379,0
10.641894,2.3647985,5,10,2.3978953,1.6094379,0
14.397857,2.6670794,5,14,2.7080503,1.6094379,0
26.210043,3.2661426,5,28,3.3672957,1.6094379,0
