exper,male,school,wage
10,1,12,7.0063696
9,1,15,13.491889
10,1,14,7.1451902
9,1,15,7.5513821
7,1,15,7.9617834
9,1,15,7.735167
8,1,16,8.7103271
12,1,12,5.0516143
6,1,13,4.899559
6,1,15,2.6818638
8,1,15,14.33633
7,1,14,12.00392
8,1,15,15.0049
14,1,10,3.3587711
8,1,15,10.411563
11,1,12,4.8124557
7,1,15,7.9617834
9,1,15,8.2067614
9,1,14,6.281486
9,1,15,22.911837
10,1,12,5.2057815
12,1,12,5.5547328
12,1,7,4.0725236
6,1,15,6.9160151
11,1,12,6.2738256
8,1,14,13.081822
9,1,10,1.8947029
11,1,12,6.1048818
12,1,12,8.3079481
11,1,12,9.5066071
9,1,15,9.7338419
11,1,13,3.9808917
11,1,12,7.655561
9,1,14,9.799118
8,1,15,7.0415773
8,1,16,6.1269035
10,1,12,.41521686
12,1,12,5.2902217
8,1,14,7.3493385
16,1,8,5.5947666
13,1,11,3.330754
9,1,13,9.0641842
8,1,14,3.3862774
11,1,12,6.6230764
10,1,11,4.7131066
12,1,12,7.3493385
6,1,14,4.8658724
9,1,15,7.2019749
8,1,14,5.3078556
11,1,12,17.692852
8,1,13,9.799118
7,1,14,10.81064
7,1,14,10.264991
8,1,14,8.8804512
7,1,14,9.2119808
9,1,13,11.186208
9,1,14,5.7842016
9,1,14,11.352636
11,1,12,5.9713378
7,1,12,3.0622244
9,1,12,15.311122
6,1,14,7.3817859
7,1,14,8.7035646
7,1,13,9.0991812
10,1,12,7.7257199
11,1,10,3.0622244
12,1,10,4.6273613
8,1,12,6.3694267
9,1,11,4.6768517
7,1,14,10.105341
9,1,14,4.77707
7,1,13,9.799118
9,1,13,7.655561
8,1,14,3.99964
11,1,12,9.1866732
6,1,12,13.480268
8,1,12,9.637948
11,1,12,13.159972
6,1,13,10.973544
13,1,9,4.0385857
10,1,12,8.8071089
8,1,14,9.803689
10,1,13,17.318684
9,1,13,9.1866732
12,1,11,4.2392192
10,1,10,3.9808917
9,1,10,1.0944033
8,1,14,9.2310534
11,1,12,4.873704
8,1,14,10.170741
9,1,12,4.6492167
7,1,14,8.7652664
5,1,14,2.6613204
10,1,13,7.3528738
11,1,11,8.8804512
8,1,12,7.3493385
8,1,12,6.3030787
10,1,12,4.1093078
10,1,12,4.5933366
11,1,12,6.1244488
11,1,12,10.207415
9,1,14,11.024008
8,1,14,6.12817
11,1,12,9.799118
9,1,12,2.203742
11,1,12,5.9620218
8,1,12,5.8182263
6,1,14,2.7793863
13,1,8,3.3777263
10,1,13,7.9795952
9,1,12,2.1435571
7,1,12,2.9675739
13,1,9,2.77514
10,1,13,7.1962276
4,1,16,12.738853
10,1,12,7.7168055
8,1,14,13.800425
11,1,12,9.7491226
9,1,14,10.105341
11,1,12,10.748407
10,1,13,9.447237
5,1,15,22.116066
14,1,8,6.6878982
5,1,14,7.7604508
10,1,13,10.317979
6,1,12,2.6539278
10,1,12,9.0641842
8,1,14,5.4622226
10,1,13,12.827318
11,1,12,7.655561
7,1,15,9.9697819
8,1,14,20.414829
11,1,12,7.0431161
9,1,13,13.78001
4,1,12,4.2019792
11,1,12,8.5742283
9,1,12,10.717786
7,1,12,5.9710803
7,1,13,10.991488
11,1,11,6.6348195
9,1,13,15.311122
8,1,12,7.2243028
10,1,10,4.0289831
7,1,12,2.3161552
10,1,12,11.636453
5,1,13,4.1721134
16,1,7,4.5933366
11,1,12,7.655561
11,1,12,4.1646252
11,1,12,3.7111464
12,1,10,7.4412055
7,1,14,5.4532762
10,1,12,6.7759857
8,1,12,9.692606
12,1,10,7.3493385
8,1,13,6.2856183
9,1,13,10.384935
9,1,13,7.0171652
9,1,12,2.6807351
7,1,14,13.84658
11,1,12,7.0431161
5,1,12,3.8346815
11,1,9,.18462107
10,1,12,7.021987
9,1,14,6.658946
11,1,12,5.8182263
5,1,13,9.799118
9,1,11,3.5956442
11,1,12,3.766536
11,1,12,6.4306712
11,1,10,4.2150617
6,1,13,7.4641719
14,1,7,3.5361147
8,1,12,7.361649
8,1,14,7.0410328
9,1,14,6.7341957
9,1,12,1.0424594
11,1,12,3.0707474
9,1,12,3.8837967
8,1,13,2.2768281
9,1,14,6.1856933
6,1,15,16.798489
8,1,14,8.9350672
9,1,13,3.4491482
9,1,13,8.5742283
8,1,13,6.4467883
7,1,14,7.502665
8,1,13,4.2914577
10,1,11,3.6746693
6,1,15,7.0147872
9,1,13,4.899559
8,1,12,7.1812162
8,1,10,7.904778
12,1,10,6.6753817
6,1,13,4.3427911
4,1,14,12.248898
9,1,12,4.5495906
3,1,15,4.4089975
9,1,14,7.893734
6,1,13,14.698677
10,1,12,4.5495906
11,1,12,7.5163689
10,1,12,8.0842724
9,1,14,22.123968
6,1,13,7.9940176
5,1,13,18.462292
10,1,12,7.0431161
7,1,13,12.243292
8,1,14,7.655561
10,1,12,3.8277805
9,1,10,7.599884
9,1,13,9.2162123
9,1,13,11.636453
12,1,9,5.199532
11,1,12,2.994175
9,1,12,7.2132397
8,1,10,.81659317
8,1,14,7.4854374
7,1,14,7.7748871
6,1,15,6.7254815
5,1,13,7.6203074
5,1,14,8.0152178
2,1,14,2.4674039
8,1,15,12.397911
9,1,14,14.297569
11,1,11,2.6028907
11,1,9,3.6746693
12,1,10,1.6326282
9,1,12,7.0431161
5,1,14,3.5985463
9,1,14,10.887909
8,1,14,8.4211168
9,1,12,7.2379851
9,1,14,4.9248147
9,1,13,8.8008471
9,1,12,6.0792794
7,1,14,4.376821
13,1,8,2.8951941
13,1,9,3.2663727
10,1,12,4.9495544
9,1,12,10.717786
9,1,10,2.0445073
10,1,12,7.2592731
4,1,14,6.1244488
4,1,15,4.2462845
9,1,12,6.5919037
8,1,12,9.9522295
10,1,12,8.2680063
7,1,13,7.6215363
10,1,12,3.3188503
9,1,14,6.5327454
11,1,12,9.0474815
11,1,12,3.6941121
9,1,12,8.4628744
9,1,12,8.9825249
7,1,12,8.3369455
9,1,12,2.2966683
6,1,13,15.923567
9,1,12,5.3674946
8,1,13,6.1175284
10,1,12,4.2816377
8,1,13,11.024008
7,1,13,7.655561
9,1,12,5.6533375
10,1,12,11.90391
7,1,13,5.3343949
10,1,12,5.4630561
10,1,12,6.4306712
7,1,13,8.2333708
9,1,12,3.3121018
9,1,13,6.6905742
5,1,12,4.0829659
8,1,12,4.7782645
5,1,12,13.525809
7,1,12,4.5150366
9,1,12,5.1518683
11,1,10,6.9028268
9,1,12,11.082335
8,1,12,8.2325926
9,1,13,8.6329422
10,1,12,5.8244267
8,1,12,4.6584902
9,1,13,4.6809435
8,1,12,3.9808917
9,1,12,13.859401
9,1,12,6.7254815
8,1,12,6.6450272
7,1,13,9.910511
9,1,13,9.799118
10,1,10,3.5840826
10,1,12,5.0526705
9,1,13,3.3116603
5,1,12,3.9512572
8,1,12,16.854052
4,1,12,4.4293647
7,1,13,10.110201
5,1,12,6.666872
8,1,12,3.510205
11,1,9,7.9617834
10,1,12,6.7368937
10,1,8,3.3684468
10,1,12,2.5267317
9,1,12,5.6617126
10,1,12,6.4306712
9,1,13,9.799118
10,1,12,3.9057806
9,1,12,5.4140129
9,1,12,7.1912885
9,1,13,3.7309201
7,1,14,4.7533035
6,1,13,7.9895248
7,1,12,4.8410411
8,1,12,7.891325
10,1,12,12.065434
8,1,13,8.3960629
10,1,12,4.899559
9,1,13,10.411563
8,1,10,5.3078556
10,1,12,2.9091132
9,1,12,6.8900051
13,1,8,7.1063852
5,1,13,2.1435571
8,1,12,8.2566643
7,1,12,5.9470639
8,1,10,4.6044049
9,1,13,13.167565
9,1,12,4.899559
11,1,10,5.199532
10,1,12,5.8182263
9,1,13,5.1122723
9,1,12,6.2556868
9,1,7,10.947453
10,1,12,7.0041804
8,1,12,7.847343
10,1,8,6.9695854
9,1,12,6.6400399
9,1,12,12.248898
7,1,14,4.465744
6,1,13,4.8770494
10,1,12,7.655561
6,1,13,7.8392944
7,1,13,12.950775
5,1,14,6.4143271
10,1,12,4.7264967
10,1,12,6.3247814
10,1,12,9.9700327
6,1,12,1.2550595
10,1,12,11.758942
9,1,13,7.655561
8,1,12,9.1866732
5,1,12,9.5066071
9,1,12,4.2091451
9,1,12,7.6402497
7,1,12,4.1704578
10,1,12,8.4211168
11,1,10,21.873032
9,1,12,6.3796344
7,1,13,6.2752972
9,1,12,3.7273753
7,1,11,2.445405
7,1,12,6.3694267
4,1,14,8.5742283
8,1,12,9.5925102
9,1,12,10.411563
13,1,9,4.4134612
10,1,12,9.799118
10,1,11,4.005929
7,1,12,3.7467215
9,1,12,3.3544068
9,1,12,5.5363393
16,1,6,4.5036349
10,1,12,6.0509553
12,1,8,1.8699983
9,1,12,15.923567
9,1,12,4.3036666
8,1,13,6.4773831
7,1,11,6.961122
4,1,13,5.5479093
10,1,12,12.926881
6,1,12,9.5137072
10,1,12,5.5120039
7,1,12,5.4830074
8,1,12,5.8692636
9,1,12,4.1618414
11,1,11,4.6545811
6,1,12,7.9617834
6,1,13,18.702175
6,1,12,4.2314372
8,1,13,12.744686
5,1,12,6.8025479
10,1,11,10.432682
10,1,12,6.4207931
7,1,11,.42462844
10,1,12,3.1100717
6,1,12,6.7368937
10,1,12,4.4096031
7,1,13,2.1826696
9,1,12,6.2399192
10,1,10,3.9667249
12,1,9,3.0761435
6,1,15,5.4354482
6,1,13,4.8045244
7,1,11,3.6746693
8,1,12,4.6834021
13,1,8,3.9808917
9,1,12,5.5120039
9,1,12,5.8182263
8,1,11,3.3352773
13,1,8,4.316925
10,1,11,6.9205041
8,1,10,4.1433702
8,1,12,4.9128971
5,1,13,5.5732484
7,1,12,15.923567
8,1,12,8.3442268
7,1,12,4.0041299
8,1,12,4.899559
9,1,9,1.0484653
12,1,9,3.8663337
9,1,12,2.2781854
9,1,11,.15348016
10,1,12,4.6954107
10,1,12,4.8042521
8,1,13,4.2747831
10,1,12,6.4306712
9,1,12,5.0921655
10,1,12,10.068146
9,1,12,3.0622244
16,1,5,4.3036666
9,1,10,3.6396725
7,1,12,3.35233
9,1,11,3.2587764
10,1,11,8.118844
11,1,9,4.4541445
10,1,11,6.508903
8,1,11,6.4306712
5,1,13,5.124826
8,1,13,5.4867721
8,1,13,13.78001
3,1,13,11.072174
5,1,13,6.184545
8,1,13,6.1244488
8,1,13,4.899559
7,1,13,3.3289688
9,1,12,5.1935964
10,1,12,8.8532572
9,1,13,7.0431161
9,1,12,7.0431161
12,1,10,6.4306712
6,1,12,4.1315203
10,1,12,3.9196472
9,1,12,5.1295557
10,1,12,8.1065435
8,1,13,10.717786
5,1,12,6.864893
8,1,14,3.9371457
7,1,12,6.7368937
14,1,7,6.1639614
8,1,9,1.9359959
9,1,12,5.2057815
10,1,12,11.222323
6,1,11,1.2962343
7,1,12,6.1244488
5,1,12,20.614742
6,1,11,8.4335346
10,1,11,8.908289
8,1,12,3.2801681
8,1,12,6.526052
5,1,11,7.655561
9,1,11,7.6215363
8,1,12,8.1413727
8,1,11,3.1980386
6,1,12,6.8593826
7,1,12,5.4861555
7,1,12,7.2983017
9,1,12,1.3673187
6,1,12,4.9712601
9,1,12,7.5659709
4,1,12,6.8593826
3,1,11,1.6331863
7,1,12,4.4541445
9,1,9,2.048646
7,1,11,6.4380999
8,1,11,1.4361728
6,1,12,12.384996
9,1,11,7.3187165
5,1,12,3.9374638
9,1,12,7.2255912
8,1,11,5.9184937
7,1,12,7.0431161
9,1,12,6.1069503
9,1,12,8.908289
8,1,11,8.1659317
7,1,12,8.6056662
8,1,12,5.3201709
9,1,11,9.380599
8,1,12,5.9916897
8,1,12,7.5161161
6,1,12,4.4096031
7,1,12,10.044974
6,1,11,4.0734706
5,1,12,8.5742283
5,1,12,4.5905776
7,1,12,9.1646423
8,1,12,6.4050102
9,1,11,6.326293
3,1,11,9.4580812
6,1,12,6.2309608
5,1,12,1.0704919
9,1,12,11.942676
9,1,11,10.176007
6,1,12,2.3945212
5,1,11,11.795235
7,1,11,1.7515924
9,1,12,3.6746693
6,1,11,5.1182895
8,1,12,6.6776247
10,1,11,5.8115206
9,1,12,4.7120757
5,1,12,5.6012545
7,1,12,6.6144047
8,1,11,6.3838191
9,1,12,11.636453
9,1,12,5.2057815
8,1,12,7.5073891
8,1,10,3.8191099
7,1,11,4.3074222
8,1,12,2.5376203
7,1,11,3.3684468
6,1,12,4.0829659
8,1,12,3.5454214
5,1,12,3.5385704
8,1,12,5.2470207
5,1,12,7.9617834
4,1,13,8.8158159
9,1,12,5.1886716
9,1,11,8.2921743
11,1,7,4.4386249
7,1,13,10.050838
8,1,12,5.8182263
8,1,12,5.6036015
5,1,12,4.3695278
3,1,12,18.93964
5,1,12,9.312027
9,1,11,9.799118
7,1,12,6.7177548
9,1,12,5.8593211
4,1,12,3.3011713
6,1,12,11.548961
13,1,7,6.8900051
8,1,12,28.308563
8,1,12,9.1866732
9,1,11,8.5304823
9,1,12,6.9107704
8,1,12,12.356394
9,1,11,8.2680063
7,1,10,4.3126326
7,1,12,11.022862
8,1,11,8.0239468
7,1,12,4.269053
10,1,11,7.3984227
8,1,12,4.9914985
9,1,12,9.7494602
10,1,10,4.4637203
3,1,11,2.3189662
5,1,12,11.163177
6,1,12,9.2310534
8,1,11,5.9883499
8,1,12,8.5742283
4,1,12,4.2871141
9,1,12,7.3737874
6,1,11,4.5933366
10,1,11,3.7913253
10,1,11,5.0045495
9,1,12,7.8392944
8,1,12,8.3598728
6,1,12,5.3978195
6,1,12,9.7292671
9,1,11,6.1392064
5,1,11,5.7665591
9,1,11,3.5451355
9,1,11,4.0087299
8,1,12,5.1160054
9,1,12,5.4987855
9,1,12,3.8512814
10,1,11,5.5120039
8,1,12,7.0836997
8,1,12,7.655561
9,1,11,6.3847504
7,1,12,7.655561
8,1,12,6.0048466
9,1,11,4.6001415
6,1,12,4.7784753
7,1,11,7.6740084
6,1,12,9.5466814
9,1,12,13.473787
7,1,12,6.9715118
8,1,11,6.2257557
9,1,12,6.9213619
5,1,12,3.2364974
9,1,12,13.167565
9,1,12,3.8277805
9,1,12,4.0996895
4,1,12,9.8896828
11,1,8,4.899559
11,1,9,2.888629
9,1,12,11.636453
7,1,10,2.2747953
10,1,11,8.8119278
6,1,11,6.8243856
7,1,11,3.3736403
8,1,12,3.9129584
9,1,12,27.454426
5,1,12,8.3580713
7,1,11,6.3137174
9,1,12,7.1266313
8,1,10,2.7874954
6,1,12,8.1659317
8,1,12,4.5116773
5,1,11,4.746448
5,1,11,3.3684468
9,1,12,4.5933366
6,1,11,5.6651154
8,1,11,.52509701
7,1,12,5.3674946
7,1,12,1.7860774
9,1,12,4.0167556
7,1,12,8.6395407
8,1,11,2.9936306
11,1,10,7.6619673
8,1,12,4.2389126
10,1,8,5.8593211
9,1,12,7.6215363
5,1,12,17.233469
8,1,11,8.9046259
6,1,12,7.5661683
10,1,9,4.0846024
9,1,11,7.9617834
10,1,8,3.9662421
12,1,8,3.4821467
9,1,9,4.2652411
3,1,12,1.9337918
8,1,12,10.499055
3,1,12,2.9488087
2,1,11,2.5325751
9,1,9,8.117897
8,1,11,6.4306712
7,1,10,3.2996836
6,1,12,4.5334001
9,1,7,2.3094368
12,1,8,2.511024
6,1,12,2.2419665
7,1,10,3.6491508
11,1,9,5.144537
8,1,12,4.3203478
8,1,12,4.8348045
10,1,11,2.8266687
7,1,10,2.5905504
8,1,13,8.7961216
6,1,12,3.3790061
9,1,12,6.1244488
8,1,9,1.961746
6,1,12,3.8435028
6,1,12,4.0829659
3,1,11,2.6539278
7,1,12,3.6087403
7,1,12,5.6344929
9,1,10,5.5120039
8,1,12,4.899559
10,1,7,1.9324718
8,1,11,5.2057815
9,1,10,6.4313583
7,1,12,7.893734
12,1,9,4.3342252
9,1,11,7.0147872
6,1,11,5.2684321
7,1,11,7.3493385
8,1,10,5.0685096
9,1,11,8.6596861
9,1,11,9.4054031
8,1,8,2.6152928
9,1,11,11.263354
8,1,11,6.1244488
9,1,11,7.9216738
8,1,11,5.9316168
8,1,11,8.5742283
9,1,10,3.9398515
6,1,11,4.926187
7,1,11,2.0679958
10,1,7,3.8663337
7,1,11,7.9617834
5,1,11,4.7180939
9,1,11,1.6703042
8,1,10,4.4437861
4,1,11,8.324399
10,1,10,11.200782
4,1,11,4.9761147
10,1,10,3.2447412
8,1,10,2.9652824
7,1,10,4.1467624
9,1,10,3.9664307
8,1,11,5.4626303
9,1,10,7.0890751
5,1,11,14.623684
3,1,11,6.3893046
10,1,10,3.703155
9,1,10,7.3891263
12,1,8,9.4928961
7,1,11,11.65139
11,1,8,6.7368937
6,1,11,11.268986
9,1,10,4.5512037
8,1,11,4.2871141
5,1,11,4.6044049
8,1,10,3.9808917
7,1,10,10.846945
6,1,11,4.5964937
6,1,11,3.3700671
6,1,11,10.795639
8,1,11,3.122268
8,1,11,6.7270212
8,1,11,4.7668133
8,1,10,4.1340032
9,1,11,7.018652
9,1,11,8.5742283
7,1,11,4.3649249
9,1,11,5.7382221
9,1,10,7.655561
4,1,11,4.4402256
9,1,11,2.1362886
9,1,10,7.2106719
6,1,10,5.0729947
6,1,11,9.4783134
10,1,9,5.5120039
6,1,9,3.7913253
9,1,11,10.593641
7,1,11,8.0629187
6,1,10,5.1819067
8,1,11,8.2232971
6,1,11,4.423213
6,1,11,10.166585
4,1,11,5.2877121
6,1,11,7.3588929
6,1,10,8.5304823
6,1,11,24.880573
5,1,10,3.8299034
7,1,11,15.311122
4,1,11,9.971405
7,1,11,13.381921
8,1,11,7.655561
7,1,11,4.7775478
9,1,10,5.3189368
6,1,10,2.6305451
8,1,11,4.1596255
5,1,11,6.1244488
8,1,11,4.1010394
9,1,11,5.4207888
5,1,11,6.1244488
6,1,11,7.4235744
6,1,8,10.07024
7,1,8,3.8996491
8,1,12,6.1433516
10,1,10,5.2018909
6,1,9,5.5120039
9,1,10,8.1659317
9,1,11,4.5933366
9,1,11,7.9795952
5,1,11,7.4703155
7,1,11,7.0431161
5,1,10,6.1132522
7,1,10,6.8243856
7,1,9,3.2663727
6,1,10,7.742415
4,1,11,10.564674
7,1,10,4.5166059
5,1,10,1.5923567
8,1,11,8.6752052
7,1,11,5.4765162
8,1,10,4.899559
7,1,11,5.8976173
5,1,11,7.8392944
10,1,9,5.9319458
8,1,11,6.1426225
7,1,11,5.8197808
10,1,9,2.815562
9,1,10,4.2564921
3,1,11,5.5120039
9,1,11,5.5608358
8,1,11,10.441683
6,1,10,7.655561
9,1,11,3.0819807
9,1,11,4.5933366
8,1,11,3.7349517
5,1,11,7.3493385
7,1,10,3.145396
4,1,11,8.3292503
8,1,11,5.5386319
6,1,11,6.4106379
5,1,11,10.411563
7,1,11,1.6147842
7,1,11,5.0270247
9,1,10,6.5357924
7,1,11,5.0674753
9,1,11,3.0603852
4,1,11,7.0251031
7,1,11,8.8804512
8,1,11,2.0061188
4,1,11,12.248898
8,1,11,4.7315741
6,1,11,11.231422
8,1,11,5.0955415
2,1,11,1.7296474
6,1,11,4.899559
7,1,10,6.1244488
7,1,10,3.6746693
9,1,10,3.2449772
7,1,10,2.5275502
9,1,11,7.4504762
9,1,11,3.6746693
7,1,11,3.3036447
6,1,9,2.8478687
12,1,8,4.77707
4,1,10,4.5951777
6,1,11,4.7629786
8,1,11,6.7368937
8,1,9,.35385704
5,1,11,1.973021
9,1,11,4.8621578
8,1,11,5.9806824
6,1,9,1.3269639
14,1,5,4.8862929
10,1,7,3.2663727
7,1,10,2.3371184
7,1,10,4.2356954
7,1,10,7.045826
5,1,10,.39908689
9,1,9,5.4662018
7,1,11,1.426204
9,1,9,2.8697417
8,1,11,22.116066
6,1,11,2.9973774
8,1,11,4.8580375
9,1,9,3.3406084
9,1,11,7.655561
8,1,11,4.5933366
9,1,10,4.0829659
7,1,10,4.2871141
5,1,9,2.987536
9,1,11,4.6545811
11,1,8,5.5120039
14,1,6,6.4306712
8,1,10,7.7090964
8,1,10,3.3273125
5,1,12,4.4096031
5,1,12,6.4500523
8,1,10,3.5168614
9,1,11,6.6438465
10,1,9,3.814028
10,1,10,4.0280962
9,1,8,2.1254094
7,1,8,1.0669056
9,1,10,10.698497
9,1,10,5.5520425
6,1,11,3.6746693
6,1,10,4.696022
9,1,10,6.1396837
5,1,10,2.7560019
8,1,11,3.4286768
9,1,8,3.629303
7,1,10,6.8900051
9,1,9,2.9869835
6,1,11,7.279345
9,1,11,10.411563
9,1,10,8.5687351
9,1,10,6.3666587
8,1,10,5.5120039
3,1,9,3.4020677
7,1,11,4.2255273
6,1,9,3.9808917
9,1,10,6.5723543
3,1,11,5.8657975
8,1,8,5.0021677
9,1,10,6.1146498
4,1,10,8.908289
7,1,10,5.6533375
9,1,10,9.1866732
6,1,10,1.4421344
7,1,10,4.7662377
8,1,10,3.560549
9,1,10,4.2274957
7,1,10,7.045826
7,1,10,2.1231422
8,1,10,7.5467143
6,1,10,4.2871141
9,1,10,4.5919123
10,1,9,6.9358549
9,1,10,3.6746693
4,1,11,5.6200824
9,1,10,5.8144145
9,1,9,7.7205172
6,1,10,10.474169
6,1,10,8.1774149
6,1,11,3.655921
4,1,10,4.5933366
9,1,10,5.3078556
6,1,10,4.5933366
9,1,9,8.8875723
9,1,10,5.0955415
9,1,9,7.6331344
4,1,8,2.5332947
3,1,11,3.8996491
7,1,11,6.5841265
4,1,8,1.5165302
8,1,8,4.2819676
9,1,9,3.5934706
6,1,8,4.3427911
4,1,10,5.7903881
6,1,8,2.076987
9,1,10,6.1244488
4,1,10,2.8562453
5,1,8,5.5120039
6,1,9,4.2871141
5,1,9,7.1451902
6,1,9,4.538784
10,1,8,2.9091132
7,1,7,4.1539741
